Total_Stops,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price
0.25,0.07692307692307693,1.0,0.6086956521739131,0.45454545454545453,0.07142857142857142,1.0,0.8260869565217391,0.6363636363636364,0.21739130434782608,0.18181818181818182,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3441295546558705
0.0,0.19230769230769232,1.0,0.2608695652173913,0.18181818181818182,0.17857142857142855,1.0,0.34782608695652173,1.0,0.08695652173913043,0.8181818181818181,0.0,0.29545454545454547,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24489219470859616
0.25,0.8846153846153847,1.0,0.5217391304347826,0.9090909090909091,0.8214285714285714,1.0,0.8260869565217391,0.2727272727272727,0.2608695652173913,0.45454545454545453,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2593446944732134
0.0,0.0,0.0,0.7826086956521738,0.45454545454545453,0.0,0.0,0.9130434782608695,0.36363636363636365,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5126635909989643
0.25,1.0,1.0,0.5652173913043478,0.5454545454545454,0.9285714285714285,1.0,1.0,0.0,0.3913043478260869,0.5454545454545454,0.75,0.13636363636363635,0.20689655172413793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3365031541286131
0.25,0.07692307692307693,1.0,0.5652173913043478,0.0,0.10714285714285714,1.0,0.5217391304347826,0.6363636363636364,1.0,0.6363636363636364,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40029187458808024
0.25,0.3076923076923077,0.0,0.8260869565217391,0.5454545454545454,0.3214285714285714,0.0,0.0,0.7272727272727273,0.21739130434782608,0.18181818181818182,0.0,0.36363636363636365,0.27586206896551724,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2599096130307881
0.25,0.0,0.33333333333333326,0.9130434782608695,0.18181818181818182,0.03571428571428571,0.33333333333333326,0.43478260869565216,0.09090909090909091,0.5217391304347826,1.0,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5660954712362302
0.25,0.5384615384615385,0.6666666666666665,0.34782608695652173,0.45454545454545453,0.5,0.6666666666666665,0.8260869565217391,0.9090909090909091,0.4782608695652174,0.45454545454545453,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42769042463044915
0.25,0.6538461538461539,0.0,0.21739130434782608,0.8181818181818181,0.6071428571428571,0.0,0.5217391304347826,0.45454545454545453,0.2608695652173913,0.7272727272727273,0.0,0.1590909090909091,0.27586206896551724,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4954806515394031
0.25,0.42307692307692313,0.6666666666666665,0.30434782608695654,0.6363636363636364,0.39285714285714285,0.6666666666666665,1.0,0.5454545454545454,0.6521739130434783,1.0,0.5,0.3181818181818182,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16763958196026738
0.0,0.0,1.0,0.30434782608695654,0.09090909090909091,0.0,1.0,0.34782608695652173,0.5454545454545454,0.043478260869565216,0.45454545454545453,0.25,0.4318181818181818,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1844929855945768
0.25,0.8846153846153847,0.0,0.3913043478260869,1.0,0.8214285714285714,0.0,0.7826086956521738,0.8181818181818181,0.34782608695652173,0.9090909090909091,0.5,0.3181818181818182,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747481404764146
0.25,0.0,0.6666666666666665,0.43478260869565216,0.0,0.0,0.6666666666666665,1.0,0.2727272727272727,0.5652173913043478,0.2727272727272727,0.5,0.3181818181818182,0.10344827586206896,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3975143583466717
0.0,1.0,1.0,0.9565217391304348,0.2727272727272727,0.9642857142857143,1.0,0.0,0.9090909090909091,0.08695652173913043,0.6363636363636364,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433480839845589
0.0,0.0,0.6666666666666665,0.08695652173913043,1.0,0.0,0.6666666666666665,0.17391304347826086,0.36363636363636365,0.043478260869565216,0.45454545454545453,0.25,0.4318181818181818,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06830806892006402
0.25,1.0,0.6666666666666665,0.7391304347826086,0.5454545454545454,0.9642857142857143,0.6666666666666665,0.8260869565217391,0.0,0.043478260869565216,0.5454545454545454,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5243856510686377
0.25,0.3076923076923077,0.0,0.17391304347826086,0.0,0.2857142857142857,0.0,0.5217391304347826,1.0,0.34782608695652173,1.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6826099237359947
0.0,0.3076923076923077,1.0,0.3913043478260869,0.5454545454545454,0.2857142857142857,1.0,0.5217391304347826,0.36363636363636365,0.08695652173913043,0.9090909090909091,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12541191978156482
0.0,0.8846153846153847,0.6666666666666665,0.7391304347826086,0.8181818181818181,0.8214285714285714,0.6666666666666665,0.8695652173913043,0.8181818181818181,0.13043478260869565,0.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2575087091610959
0.25,0.8846153846153847,0.0,0.8260869565217391,0.8181818181818181,0.8571428571428571,0.0,0.9565217391304348,0.6363636363636364,0.08695652173913043,0.9090909090909091,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5649185575746163
0.25,0.19230769230769232,0.0,0.43478260869565216,0.45454545454545453,0.17857142857142855,0.0,0.9565217391304348,1.0,0.5217391304347826,0.5454545454545454,0.25,0.3181818181818182,0.4482758620689655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5007061481969682
0.5,0.3076923076923077,1.0,0.21739130434782608,0.0,0.3214285714285714,1.0,0.30434782608695654,0.7272727272727273,0.08695652173913043,0.7272727272727273,0.75,0.0,0.13793103448275862,0.38461538461538464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42354768854156866
0.0,0.0,0.33333333333333326,0.7391304347826086,0.2727272727272727,0.0,0.33333333333333326,0.8260869565217391,0.9090909090909091,0.08695652173913043,0.6363636363636364,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11368985971189152
0.25,0.3076923076923077,0.0,0.4782608695652174,0.09090909090909091,0.2857142857142857,0.0,0.9565217391304348,0.8181818181818181,0.4782608695652174,0.7272727272727273,0.0,0.20454545454545456,0.27586206896551724,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.418887110441578
0.25,0.3076923076923077,0.0,0.0,0.36363636363636365,0.2857142857142857,0.0,0.5217391304347826,1.0,0.5217391304347826,0.6363636363636364,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.776810093211562
0.0,0.7692307692307693,0.0,0.2608695652173913,1.0,0.7142857142857143,0.0,0.3913043478260869,0.6363636363636364,0.08695652173913043,0.7272727272727273,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967893795311176
0.0,0.0,0.33333333333333326,0.6086956521739131,0.36363636363636365,0.0,0.33333333333333326,0.7391304347826086,0.6363636363636364,0.13043478260869565,0.2727272727272727,0.75,0.2272727272727273,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13981734299971754
0.25,0.42307692307692313,1.0,0.6956521739130435,0.5454545454545454,0.42857142857142855,1.0,0.17391304347826086,0.7272727272727273,0.5217391304347826,0.18181818181818182,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042839657282742
0.25,0.42307692307692313,1.0,0.2608695652173913,0.5454545454545454,0.39285714285714285,1.0,0.7826086956521738,0.2727272727272727,0.4782608695652174,0.8181818181818181,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3832030882214481
0.25,1.0,0.0,0.3913043478260869,1.0,0.9285714285714285,0.0,0.7826086956521738,0.9090909090909091,0.34782608695652173,1.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19790980133697392
0.5,0.42307692307692313,1.0,0.7826086956521738,0.36363636363636365,0.42857142857142855,1.0,0.8260869565217391,0.0,0.0,0.7272727272727273,0.75,0.022727272727272728,0.13793103448275862,0.38461538461538464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5903869692119387
0.25,0.19230769230769232,1.0,0.30434782608695654,0.09090909090909091,0.17857142857142855,1.0,0.9565217391304348,0.5454545454545454,0.6521739130434783,0.45454545454545453,0.75,0.4545454545454546,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37129272196591656
0.25,0.3076923076923077,0.6666666666666665,0.34782608695652173,0.45454545454545453,0.3214285714285714,0.6666666666666665,0.3913043478260869,0.36363636363636365,0.0,1.0,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37209302325581395
0.25,0.19230769230769232,0.0,0.6086956521739131,0.0,0.2142857142857143,0.0,0.6956521739130435,0.9090909090909091,0.08695652173913043,0.9090909090909091,0.25,0.3181818181818182,0.4482758620689655,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8396572827417381
0.25,0.8846153846153847,0.33333333333333326,0.30434782608695654,0.18181818181818182,0.8214285714285714,0.33333333333333326,0.6956521739130435,0.18181818181818182,0.3913043478260869,0.0,0.75,0.4545454545454546,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20402975237736562
0.25,0.07692307692307693,1.0,0.3913043478260869,0.8181818181818181,0.07142857142857142,1.0,1.0,0.0,0.5652173913043478,0.2727272727272727,0.75,0.13636363636363635,0.20689655172413793,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3365031541286131
0.25,0.19230769230769232,1.0,0.5652173913043478,0.0,0.17857142857142855,1.0,0.8260869565217391,0.0,0.2608695652173913,0.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40029187458808024
0.25,0.8846153846153847,0.0,0.4782608695652174,0.6363636363636364,0.8214285714285714,0.0,0.7826086956521738,0.9090909090909091,0.30434782608695654,0.2727272727272727,0.5,0.7045454545454546,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38433292533659724
0.25,0.42307692307692313,1.0,0.6086956521739131,0.0,0.39285714285714285,1.0,0.8260869565217391,0.0,0.21739130434782608,0.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40029187458808024
0.25,0.07692307692307693,0.0,0.30434782608695654,0.0,0.07142857142857142,0.0,0.5652173913043478,0.36363636363636365,0.2608695652173913,0.36363636363636365,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.651727709255249
0.25,0.0,0.33333333333333326,0.8695652173913043,0.0,0.03571428571428571,0.33333333333333326,0.6956521739130435,0.36363636363636365,0.8695652173913043,0.36363636363636365,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24974107899444495
0.25,0.8846153846153847,0.0,0.30434782608695654,0.18181818181818182,0.8214285714285714,0.0,0.9565217391304348,0.18181818181818182,0.6521739130434783,0.0,0.5,0.3181818181818182,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264570191130779
0.25,0.6538461538461539,0.6666666666666665,0.34782608695652173,0.8181818181818181,0.6071428571428571,0.6666666666666665,0.9130434782608695,0.0,0.5217391304347826,0.2727272727272727,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27826946615196313
0.5,0.42307692307692313,0.6666666666666665,0.5217391304347826,0.0,0.39285714285714285,0.6666666666666665,0.9130434782608695,0.9090909090909091,0.3913043478260869,0.9090909090909091,0.5,0.045454545454545456,0.13793103448275862,0.23076923076923078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41978156482440454
0.0,0.3076923076923077,0.6666666666666665,0.6521739130434783,0.5454545454545454,0.2857142857142857,0.6666666666666665,0.7826086956521738,0.09090909090909091,0.08695652173913043,0.6363636363636364,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433480839845589
0.25,0.7692307692307693,0.6666666666666665,0.3913043478260869,0.0,0.7142857142857143,0.6666666666666665,0.9130434782608695,0.0,0.5217391304347826,0.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28853215328123527
0.0,0.8846153846153847,1.0,0.4782608695652174,0.18181818181818182,0.8214285714285714,1.0,0.6086956521739131,0.09090909090909091,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18877695132285097
0.0,1.0,0.6666666666666665,0.7826086956521738,0.45454545454545453,0.9285714285714285,0.6666666666666665,0.9130434782608695,0.36363636363636365,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14424253836738538
0.0,0.07692307692307693,1.0,0.6521739130434783,0.5454545454545454,0.07142857142857142,1.0,0.7826086956521738,0.09090909090909091,0.08695652173913043,0.6363636363636364,0.5,0.11363636363636365,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1433480839845589
0.25,0.6538461538461539,0.6666666666666665,0.2608695652173913,0.7272727272727273,0.6071428571428571,0.6666666666666665,0.8260869565217391,0.2727272727272727,0.5217391304347826,0.6363636363636364,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2732793522267206
0.25,0.8846153846153847,0.6666666666666665,0.6086956521739131,0.09090909090909091,0.8571428571428571,0.6666666666666665,0.3913043478260869,0.36363636363636365,0.8260869565217391,0.2727272727272727,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5846436305432634
0.5,0.6538461538461539,0.6666666666666665,0.3913043478260869,0.45454545454545453,0.6428571428571428,0.6666666666666665,0.5652173913043478,0.8181818181818181,0.17391304347826086,0.36363636363636365,0.5,0.1590909090909091,0.24137931034482757,0.23076923076923078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5396384521231523
0.25,1.0,0.6666666666666665,0.7391304347826086,0.5454545454545454,0.9642857142857143,0.6666666666666665,0.17391304347826086,0.45454545454545453,0.43478260869565216,1.0,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5243856510686377
0.0,0.19230769230769232,0.33333333333333326,0.4782608695652174,0.18181818181818182,0.17857142857142855,0.33333333333333326,0.5652173913043478,1.0,0.08695652173913043,0.8181818181818181,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0764523114584314
0.25,0.3076923076923077,1.0,0.43478260869565216,0.0,0.3214285714285714,1.0,0.043478260869565216,0.5454545454545454,0.6521739130434783,0.5454545454545454,0.75,0.1590909090909091,0.20689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5469353168251577
0.5,0.19230769230769232,1.0,0.21739130434782608,0.9090909090909091,0.17857142857142855,1.0,0.8695652173913043,0.45454545454545453,0.6086956521739131,0.6363636363636364,0.5,0.5681818181818182,0.3103448275862069,0.23076923076923078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4346106769607382
0.0,0.42307692307692313,0.6666666666666665,0.6521739130434783,0.2727272727272727,0.39285714285714285,0.6666666666666665,0.7826086956521738,0.18181818181818182,0.08695652173913043,1.0,0.0,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2575087091610959
0.0,0.19230769230769232,0.6666666666666665,0.7391304347826086,0.8181818181818181,0.17857142857142855,0.6666666666666665,0.8695652173913043,0.09090909090909091,0.08695652173913043,0.36363636363636365,1.0,0.18181818181818182,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08398455889275963
0.25,0.3076923076923077,1.0,0.6956521739130435,0.5454545454545454,0.3214285714285714,1.0,0.17391304347826086,0.7272727272727273,0.5217391304347826,0.18181818181818182,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5636004142736089
0.5,0.5384615384615385,0.6666666666666665,0.43478260869565216,0.0,0.5357142857142857,0.6666666666666665,0.21739130434782608,0.45454545454545453,0.8260869565217391,0.45454545454545453,0.5,0.3181818181818182,0.0,0.23076923076923078,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596224460973543
0.25,0.0,0.0,0.6956521739130435,1.0,0.03571428571428571,0.0,0.43478260869565216,0.45454545454545453,0.7391304347826086,0.5454545454545454,0.0,0.1590909090909091,0.27586206896551724,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30632708784483564
0.25,0.8846153846153847,0.6666666666666665,0.3913043478260869,0.6363636363636364,0.8571428571428571,0.6666666666666665,0.6086956521739131,0.45454545454545453,0.17391304347826086,0.9090909090909091,0.5,0.3181818181818182,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263157894735
0.25,0.0,0.0,0.34782608695652173,1.0,0.0,0.0,0.6956521739130435,0.18181818181818182,0.30434782608695654,0.2727272727272727,0.0,0.1590909090909091,0.27586206896551724,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30632708784483564
0.25,0.5384615384615385,0.6666666666666665,0.2608695652173913,0.9090909090909091,0.5,0.6666666666666665,0.6956521739130435,0.18181818181818182,0.3913043478260869,0.36363636363636365,0.75,0.4545454545454546,0.20689655172413793,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22045946709349404
0.25,0.0,0.33333333333333326,0.2608695652173913,0.5454545454545454,0.03571428571428571,0.33333333333333326,0.34782608695652173,0.2727272727272727,0.043478260869565216,0.8181818181818181,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24974107899444495
0.5,0.7692307692307693,0.6666666666666665,0.8260869565217391,0.5454545454545454,0.75,0.6666666666666665,0.5217391304347826,0.6363636363636364,0.7391304347826086,0.09090909090909091,0.75,0.6363636363636364,0.13793103448275862,0.38461538461538464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5305526786554938
0.25,0.3076923076923077,1.0,0.8695652173913043,0.0,0.3214285714285714,1.0,0.6956521739130435,0.36363636363636365,0.8695652173913043,0.36363636363636365,0.5,0.1590909090909091,0.10344827586206896,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42769042463044915
